Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2016Q4,0.0533886,3321.059
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2016Q4,0.0732235,4085.397
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2016Q4,0.0711128,4141.029
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2016Q4,0.0797974,4839.201
Industry groups,Administrative and support services,SG01RSC04B01MN2,2016Q4,0.019628,1237.932
Industry groups,Local Government administration,SG01RSC04B01OO1,2016Q4,0.004852,304.42
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2016Q4,0.0353104,2189.509
Industry groups,Education and training,SG01RSC04B01PP1,2016Q4,0.0439422,2357.06
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2016Q4,0.05855,3505.186
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2016Q4,0.0131675,815.479
Industry groups,Other services,SG01RSC04B01RS2,2016Q4,0.0187931,1067.344
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q4,0.0865147,4517.742
Industry groups,Agriculture,SG01RSC04B01AA1,2017Q1,0.0409265,2394.897
Industry groups,Forestry and logging,SG01RSC04B01AA2,2017Q1,0.0062616,357.416
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2017Q1,0.0082992,496.988
Industry groups,Mining,SG01RSC04B01BB1,2017Q1,0.0091504,701.953
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2017Q1,0.0335217,1811.655
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2017Q1,0.0026859,146.217
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2017Q1,0.0079648,526.436
Industry groups,Printing,SG01RSC04B01CC4,2017Q1,0.002633,147.434
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2017Q1,0.0189187,985.505
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2017Q1,0.0041904,270.706
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2017Q1,0.0110373,668.808
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2017Q1,0.0169183,1091.248
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2017Q1,0.0028654,177.496
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2017Q1,0.0290312,1695.625
Industry groups,Construction,SG01RSC04B01EE1,2017Q1,0.0617214,3635.351
Industry groups,Wholesale trade,SG01RSC04B01FF1,2017Q1,0.0480971,2992.813
Industry groups,Retail trade,SG01RSC04B01GH1,2017Q1,0.0454084,2856.251
Industry groups,Accommodation services,SG01RSC04B01GH2,2017Q1,0.02222,1294.756
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2017Q1,0.0450693,2611.999
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2017Q1,0.024799,2061.409
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2017Q1,0.0533886,3353.829
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2017Q1,0.0732235,4124.014
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2017Q1,0.0711128,4209.399
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2017Q1,0.0797974,4950.838
Industry groups,Administrative and support services,SG01RSC04B01MN2,2017Q1,0.019628,1245.995
Industry groups,Local Government administration,SG01RSC04B01OO1,2017Q1,0.004852,306.749
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2017Q1,0.0353104,2216.702
Industry groups,Education and training,SG01RSC04B01PP1,2017Q1,0.0439422,2363.589
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2017Q1,0.05855,3544.007
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2017Q1,0.0131675,779.184
Industry groups,Other services,SG01RSC04B01RS2,2017Q1,0.0187931,1075.086
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2017Q1,0.0865147,4563.818
Industry groups,Agriculture,SG01RSC04B01AA1,2017Q2,0.0432937,2200.574
Industry groups,Forestry and logging,SG01RSC04B01AA2,2017Q2,0.0072087,391.726
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2017Q2,0.0085347,516.178
Industry groups,Mining,SG01RSC04B01BB1,2017Q2,0.0097317,724.451
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2017Q2,0.0367848,2027.898
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2017Q2,0.0023194,142.226
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2017Q2,0.0078623,523.754
Industry groups,Printing,SG01RSC04B01CC4,2017Q2,0.0023153,143.672
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2017Q2,0.018356,1006.389
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2017Q2,0.00404,269.76
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2017Q2,0.0106991,668.947
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2017Q2,0.0166957,1055.151
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2017Q2,0.0026105,168.607
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2017Q2,0.0274677,1664.175
Industry groups,Construction,SG01RSC04B01EE1,2017Q2,0.0652537,3740.411
Industry groups,Wholesale trade,SG01RSC04B01FF1,2017Q2,0.0487111,3019.409
Industry groups,Retail trade,SG01RSC04B01GH1,2017Q2,0.0446104,2877.076
Industry groups,Accommodation services,SG01RSC04B01GH2,2017Q2,0.0218049,1340.618
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2017Q2,0.0442285,2680.299
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2017Q2,0.0229837,2065.152
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2017Q2,0.0567071,3426.375
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2017Q2,0.0710992,4095.43
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2017Q2,0.0713675,4283.123
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2017Q2,0.079747,4972.677
Industry groups,Administrative and support services,SG01RSC04B01MN2,2017Q2,0.019659,1277.318
Industry groups,Local Government administration,SG01RSC04B01OO1,2017Q2,0.0047493,309.458
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2017Q2,0.0348374,2268.485
Industry groups,Education and training,SG01RSC04B01PP1,2017Q2,0.0421431,2370.648
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2017Q2,0.0578715,3554.369
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2017Q2,0.013314,784.567
Industry groups,Other services,SG01RSC04B01RS2,2017Q2,0.0182346,1065.404
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2017Q2,0.0847583,4602.114
Industry groups,Agriculture,SG01RSC04B01AA1,2017Q3,0.0432937,2144.206
Industry groups,Forestry and logging,SG01RSC04B01AA2,2017Q3,0.0072087,393.869
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2017Q3,0.0085347,530.236
Industry groups,Mining,SG01RSC04B01BB1,2017Q3,0.0097317,756.541
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2017Q3,0.0367848,1882.619
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2017Q3,0.0023194,144.199
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2017Q3,0.0078623,538.064
Industry groups,Printing,SG01RSC04B01CC4,2017Q3,0.0023153,151.607
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2017Q3,0.018356,993.331
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2017Q3,0.00404,280.962
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2017Q3,0.0106991,669.746
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2017Q3,0.0166957,1152.413
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2017Q3,0.0026105,168.414
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2017Q3,0.0274677,1654.372
Industry groups,Construction,SG01RSC04B01EE1,2017Q3,0.0652537,3948.968
Industry groups,Wholesale trade,SG01RSC04B01FF1,2017Q3,0.0487111,3034.281
Industry groups,Retail trade,SG01RSC04B01GH1,2017Q3,0.0446104,2904.367
Industry groups,Accommodation services,SG01RSC04B01GH2,2017Q3,0.0218049,1323.992
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2017Q3,0.0442285,2703.216
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2017Q3,0.0229837,2089.904
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2017Q3,0.0567071,3495.273
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2017Q3,0.0710992,4043.356
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2017Q3,0.0713675,4343.811
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2017Q3,0.079747,5063.221
Industry groups,Administrative and support services,SG01RSC04B01MN2,2017Q3,0.019659,1251.799
Industry groups,Local Government administration,SG01RSC04B01OO1,2017Q3,0.0047493,309.391
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2017Q3,0.0348374,2263
Industry groups,Education and training,SG01RSC04B01PP1,2017Q3,0.0421431,2376.429
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2017Q3,0.0578715,3598.873
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2017Q3,0.013314,824.083
Industry groups,Other services,SG01RSC04B01RS2,2017Q3,0.0182346,1087.557
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2017Q3,0.0847583,4647.868
Industry groups,Agriculture,SG01RSC04B01AA1,2017Q4,0.0432937,2122.325
Industry groups,Forestry and logging,SG01RSC04B01AA2,2017Q4,0.0072087,412.952
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2017Q4,0.0085347,539.835
Industry groups,Mining,SG01RSC04B01BB1,2017Q4,0.0097317,792.046
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2017Q4,0.0367848,1786.538
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2017Q4,0.0023194,166.997
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2017Q4,0.0078623,538.343
Industry groups,Printing,SG01RSC04B01CC4,2017Q4,0.0023153,147.482
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2017Q4,0.018356,994.237
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2017Q4,0.00404,286.343
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2017Q4,0.0106991,653.096
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2017Q4,0.0166957,1100.472
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2017Q4,0.0026105,169.702
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2017Q4,0.0274677,1674.697
Industry groups,Construction,SG01RSC04B01EE1,2017Q4,0.0652537,4012.75
Industry groups,Wholesale trade,SG01RSC04B01FF1,2017Q4,0.0487111,3116.252
Industry groups,Retail trade,SG01RSC04B01GH1,2017Q4,0.0446104,2951.232
Industry groups,Accommodation services,SG01RSC04B01GH2,2017Q4,0.0218049,1325.822
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2017Q4,0.0442285,2740.178
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2017Q4,0.0229837,2129.3
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2017Q4,0.0567071,3636.048
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2017Q4,0.0710992,4089.521
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2017Q4,0.0713675,4390.594
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2017Q4,0.079747,5131.159
Industry groups,Administrative and support services,SG01RSC04B01MN2,2017Q4,0.019659,1292.82
Industry groups,Local Government administration,SG01RSC04B01OO1,2017Q4,0.0047493,309.02
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2017Q4,0.0348374,2291.765
Industry groups,Education and training,SG01RSC04B01PP1,2017Q4,0.0421431,2380.931
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2017Q4,0.0578715,3596.432
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2017Q4,0.013314,874.933
Industry groups,Other services,SG01RSC04B01RS2,2017Q4,0.0182346,1083.529
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2017Q4,0.0847583,4754.858
Industry groups,Agriculture,SG01RSC04B01AA1,2018Q1,0.0432937,2185.631
Industry groups,Forestry and logging,SG01RSC04B01AA2,2018Q1,0.0072087,399.223
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2018Q1,0.0085347,543.547
Industry groups,Mining,SG01RSC04B01BB1,2018Q1,0.0097317,735.493
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2018Q1,0.0367848,1833.933
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2018Q1,0.0023194,149.492
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2018Q1,0.0078623,547.554
Industry groups,Printing,SG01RSC04B01CC4,2018Q1,0.0023153,152.301
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2018Q1,0.018356,990.691
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2018Q1,0.00404,274.063
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2018Q1,0.0106991,666.263
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2018Q1,0.0166957,1177.63
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2018Q1,0.0026105,177.66
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2018Q1,0.0274677,1660.939
Industry groups,Construction,SG01RSC04B01EE1,2018Q1,0.0652537,3991.605
Industry groups,Wholesale trade,SG01RSC04B01FF1,2018Q1,0.0487111,3127.873
Industry groups,Retail trade,SG01RSC04B01GH1,2018Q1,0.0446104,2967.348
Industry groups,Accommodation services,SG01RSC04B01GH2,2018Q1,0.0218049,1343.465
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2018Q1,0.0442285,2741.492
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2018Q1,0.0229837,2187.731
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2018Q1,0.0567071,3622.162
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2018Q1,0.0710992,4109.459
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2018Q1,0.0713675,4425.805
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2018Q1,0.079747,5155.175
Industry groups,Administrative and support services,SG01RSC04B01MN2,2018Q1,0.019659,1330.077
Industry groups,Local Government administration,SG01RSC04B01OO1,2018Q1,0.0047493,316.805
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2018Q1,0.0348374,2331.62
Industry groups,Education and training,SG01RSC04B01PP1,2018Q1,0.0421431,2384.154
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2018Q1,0.0578715,3612.114
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2018Q1,0.013314,846.835
Industry groups,Other services,SG01RSC04B01RS2,2018Q1,0.0182346,1095.155
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2018Q1,0.0847583,4810.2
Industry groups,Agriculture,SG01RSC04B01AA1,2018Q2,0.0412741,2321.994
Industry groups,Forestry and logging,SG01RSC04B01AA2,2018Q2,0.0066859,402.538
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2018Q2,0.0085633,533.535
Industry groups,Mining,SG01RSC04B01BB1,2018Q2,0.0095162,628.637
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2018Q2,0.0363032,1925.634
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2018Q2,0.0021899,161.527
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2018Q2,0.0081555,527.925
Industry groups,Printing,SG01RSC04B01CC4,2018Q2,0.002209,152.725
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2018Q2,0.0167474,966.509
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2018Q2,0.003909,279.637
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2018Q2,0.0108441,668.347
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2018Q2,0.017014,1227.553
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2018Q2,0.0025671,176.244
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2018Q2,0.0279889,1750.485
Industry groups,Construction,SG01RSC04B01EE1,2018Q2,0.0667554,4027.272
Industry groups,Wholesale trade,SG01RSC04B01FF1,2018Q2,0.0485579,3167.451
Industry groups,Retail trade,SG01RSC04B01GH1,2018Q2,0.0449312,3019.177
Industry groups,Accommodation services,SG01RSC04B01GH2,2018Q2,0.0222875,1347.857
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2018Q2,0.0437741,2757.147
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2018Q2,0.0230228,2267.416
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2018Q2,0.0567608,3670.705
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2018Q2,0.0717776,4130.59
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2018Q2,0.0710995,4450.658
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2018Q2,0.0795624,5228.641
Industry groups,Administrative and support services,SG01RSC04B01MN2,2018Q2,0.019929,1372.734
Industry groups,Local Government administration,SG01RSC04B01OO1,2018Q2,0.0046461,320.866
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2018Q2,0.0349363,2341.541
Industry groups,Education and training,SG01RSC04B01PP1,2018Q2,0.0426071,2386.059
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2018Q2,0.0596695,3648.444
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2018Q2,0.0130159,847.438
Industry groups,Other services,SG01RSC04B01RS2,2018Q2,0.0184708,1113.794
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2018Q2,0.0842285,4830.472
Industry groups,Agriculture,SG01RSC04B01AA1,2018Q3,0.0412741,2328.356
Industry groups,Forestry and logging,SG01RSC04B01AA2,2018Q3,0.0066859,420.208
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2018Q3,0.0085633,529.757
Industry groups,Mining,SG01RSC04B01BB1,2018Q3,0.0095162,696.958
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2018Q3,0.0363032,1868.285
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2018Q3,0.0021899,161.463
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2018Q3,0.0081555,529.583
Industry groups,Printing,SG01RSC04B01CC4,2018Q3,0.002209,150.037
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2018Q3,0.0167474,1016.882
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2018Q3,0.003909,287.693
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2018Q3,0.0108441,674.919
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2018Q3,0.017014,1169.743
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2018Q3,0.0025671,163.549
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2018Q3,0.0279889,1729.602
Industry groups,Construction,SG01RSC04B01EE1,2018Q3,0.0667554,4003.502
Industry groups,Wholesale trade,SG01RSC04B01FF1,2018Q3,0.0485579,3192.304
Industry groups,Retail trade,SG01RSC04B01GH1,2018Q3,0.0449312,3042.685
Industry groups,Accommodation services,SG01RSC04B01GH2,2018Q3,0.0222875,1337.267
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2018Q3,0.0437741,2765.847
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2018Q3,0.0230228,2289.664
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2018Q3,0.0567608,3652.242
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2018Q3,0.0717776,4130.002
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2018Q3,0.0710995,4472.081
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2018Q3,0.0795624,5157.206
Industry groups,Administrative and support services,SG01RSC04B01MN2,2018Q3,0.019929,1339.556
Industry groups,Local Government administration,SG01RSC04B01OO1,2018Q3,0.0046461,319.335
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2018Q3,0.0349363,2392.569
Industry groups,Education and training,SG01RSC04B01PP1,2018Q3,0.0426071,2388.18
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2018Q3,0.0596695,3675.307
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2018Q3,0.0130159,885.967
Industry groups,Other services,SG01RSC04B01RS2,2018Q3,0.0184708,1092.146
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2018Q3,0.0842285,4865.641
Industry groups,Agriculture,SG01RSC04B01AA1,2018Q4,0.0412741,2357.558
Industry groups,Forestry and logging,SG01RSC04B01AA2,2018Q4,0.0066859,416.952
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2018Q4,0.0085633,541.173
Industry groups,Mining,SG01RSC04B01BB1,2018Q4,0.0095162,667.299
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2018Q4,0.0363032,1923.774
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2018Q4,0.0021899,169.688
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2018Q4,0.0081555,539.656
Industry groups,Printing,SG01RSC04B01CC4,2018Q4,0.002209,150.603
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2018Q4,0.0167474,1004.098
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2018Q4,0.003909,279.683
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2018Q4,0.0108441,675.252
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2018Q4,0.017014,1170.639
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2018Q4,0.0025671,178.21
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2018Q4,0.0279889,1720.919
Industry groups,Construction,SG01RSC04B01EE1,2018Q4,0.0667554,4085.372
Industry groups,Wholesale trade,SG01RSC04B01FF1,2018Q4,0.0485579,3201.567
Industry groups,Retail trade,SG01RSC04B01GH1,2018Q4,0.0449312,3103.749
Industry groups,Accommodation services,SG01RSC04B01GH2,2018Q4,0.0222875,1377.31
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2018Q4,0.0437741,2737.369
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2018Q4,0.0230228,2341.247
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2018Q4,0.0567608,3714.166
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2018Q4,0.0717776,4069.144
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2018Q4,0.0710995,4490.025
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2018Q4,0.0795624,5304.874
Industry groups,Administrative and support services,SG01RSC04B01MN2,2018Q4,0.019929,1372.248
Industry groups,Local Government administration,SG01RSC04B01OO1,2018Q4,0.0046461,331.502
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2018Q4,0.0349363,2431.213
Industry groups,Education and training,SG01RSC04B01PP1,2018Q4,0.0426071,2390.516
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2018Q4,0.0596695,3697.428
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2018Q4,0.0130159,852.84
Industry groups,Other services,SG01RSC04B01RS2,2018Q4,0.0184708,1086.818
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2018Q4,0.0842285,4910.896
Industry groups,Agriculture,SG01RSC04B01AA1,2019Q1,0.0412741,2322.738
Industry groups,Forestry and logging,SG01RSC04B01AA2,2019Q1,0.0066859,426.792
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2019Q1,0.0085633,558.543
Industry groups,Mining,SG01RSC04B01BB1,2019Q1,0.0095162,702.496
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2019Q1,0.0363032,1956.955
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2019Q1,0.0021899,166.477
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2019Q1,0.0081555,526.52
Industry groups,Printing,SG01RSC04B01CC4,2019Q1,0.002209,153.299
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2019Q1,0.0167474,1045.667
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2019Q1,0.003909,294.271
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2019Q1,0.0108441,704.007
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2019Q1,0.017014,1148.011
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2019Q1,0.0025671,174.26
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2019Q1,0.0279889,1734.79
Industry groups,Construction,SG01RSC04B01EE1,2019Q1,0.0667554,4231.387
Industry groups,Wholesale trade,SG01RSC04B01FF1,2019Q1,0.0485579,3213.03
Industry groups,Retail trade,SG01RSC04B01GH1,2019Q1,0.0449312,3132.541
Industry groups,Accommodation services,SG01RSC04B01GH2,2019Q1,0.0222875,1352.387
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2019Q1,0.0437741,2751.54
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2019Q1,0.0230228,2335.541
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2019Q1,0.0567608,3701.181
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2019Q1,0.0717776,4097.899
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2019Q1,0.0710995,4508.966
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2019Q1,0.0795624,5307.124
Industry groups,Administrative and support services,SG01RSC04B01MN2,2019Q1,0.019929,1346.978
Industry groups,Local Government administration,SG01RSC04B01OO1,2019Q1,0.0046461,332.191
